tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,favorite_count,retweet_count,jpg_url,img_num,prediction1,p1_conf,p1_dog,prediction2,p2_conf,p2_dog,prediction3,p3_conf,p3_dog
888554962724278272,,,2017-07-22 00:23:06+00:00,Twitter for iphone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,,,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10.0,Ralphus,,20290.0,3732.0,,3,Siberian Husky,70.04,True,Eskimo Dog,16.65,True,Malamute,11.141,True
888078434458587136,,,2017-07-20 16:49:33+00:00,Twitter for iphone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,,,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,10.0,Gerald,,22201.0,3653.0,,1,French Bulldog,99.5,True,Pug,0.09,True,Bull Mastiff,0.09,True
887705289381826560,,,2017-07-19 16:06:48+00:00,Twitter for iphone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,,,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10.0,Jeffrey,,30779.0,5609.0,,1,Basset,82.17,True,Redbone,8.76,True,Weimaraner,2.624,True
887517139158093824,,,2017-07-19 03:39:09+00:00,Twitter for iphone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,,,,https://twitter.com/dog_rates/status/887517139158093824/video/1,14.0,10.0,,,46959.0,12082.0,,1,Limousine,13.04,False,Tow Truck,2.92,False,Shopping Cart,2.632,False
887343217045368832,,,2017-07-18 16:08:03+00:00,Twitter for iphone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,,,,https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,10.0,,,34222.0,10737.0,,1,Mexican Hairless,33.07,True,Sea Lion,27.56,False,Weimaraner,13.42,True
887101392804085760,,,2017-07-18 00:07:08+00:00,Twitter for iphone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,,,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,10.0,,,31061.0,6167.0,,1,Samoyed,73.39,True,Eskimo Dog,3.5,True,Staffordshire Bullterrier,2.97,True
886983233522544640,,,2017-07-17 16:17:36+00:00,Twitter for iphone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,,,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13.0,10.0,Maya,,35859.0,8084.0,,2,Chihuahua,79.35,True,Toy Terrier,14.35,True,Can Opener,3.225,False
886736880519319552,,,2017-07-16 23:58:41+00:00,Twitter for iphone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",,,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13.0,10.0,Mingus,,12306.0,3443.0,,1,Kuvasz,30.97,True,Great Pyrenees,18.61,True,Dandie Dinmont,8.635,True
886680336477933568,,,2017-07-16 20:14:00+00:00,Twitter for iphone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,,,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,10.0,Derek,,22798.0,4610.0,,1,Convertible,73.9,False,Sports Car,14.0,False,Car Wheel,4.417,False
886366144734445568,,,2017-07-15 23:25:31+00:00,Twitter for iphone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,,,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,10.0,Roscoe,pupper,21524.0,3316.0,,1,French Bulldog,99.92,True,Chihuahua,0.04,True,Boston Bull,0.008,True
886258384151887873,,,2017-07-15 16:17:19+00:00,Twitter for iphone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,,,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,10.0,Waffles,,28469.0,6523.0,,1,Pug,94.36,True,Shower Cap,2.53,False,Siamese Cat,0.285,False
885984800019947520,,,2017-07-14 22:10:11+00:00,Twitter for iphone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,,,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10.0,Jimbo,,33382.0,7097.0,,1,Blenheim Spaniel,97.25,True,Shih-Tzu,0.66,True,Bernese Mountain Dog,0.624,True
885528943205470208,,,2017-07-13 15:58:47+00:00,Twitter for iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,,,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10.0,Maisey,,36689.0,6683.0,,1,Pug,36.93,True,Labrador Retriever,26.58,True,Kuvasz,13.47,True
885167619883638784,,,2017-07-12 16:03:00+00:00,Twitter for iphone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,,,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13.0,10.0,,,22367.0,4556.0,,4,Malamute,81.25,True,Siberian Husky,7.17,True,Eskimo Dog,5.577,True
884925521741709313,,,2017-07-12 00:01:00+00:00,Twitter for iphone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",,,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10.0,Earl,,68152.0,16439.0,,1,Italian Greyhound,25.99,True,American Staffordshire Terrier,19.85,True,Staffordshire Bullterrier,12.773,True
884876753390489601,,,2017-07-11 20:47:12+00:00,Twitter for iphone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,,,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13.0,10.0,Lola,,28514.0,6096.0,,1,Chow,82.21,True,Norwich Terrier,10.61,True,Norfolk Terrier,3.735,True
884562892145688576,,,2017-07-11 00:00:02+00:00,Twitter for iphone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,,,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,10.0,Kevin,,24765.0,5100.0,,1,Pug,54.64,True,French Bulldog,40.43,True,Brabancon Griffon,4.4,True
884441805382717440,,,2017-07-10 15:58:53+00:00,Twitter for iphone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",,,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,10.0,,,27478.0,5856.0,,1,Pembroke,99.32,True,Cardigan,0.32,True,Chihuahua,0.208,True
884162670584377345,,,2017-07-09 21:29:42+00:00,Twitter for iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,,,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,10.0,Yogi,doggo,20771.0,3128.0,,1,German Shepherd,70.7,True,Malinois,19.94,True,Norwegian Elkhound,4.915,True
883838122936631299,,,2017-07-09 00:00:04+00:00,Twitter for iphone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,,,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,10.0,Noah,,22349.0,3586.0,,1,Doberman,61.09,True,Miniature Pinscher,29.96,True,Kelpie,6.302,True
883482846933004288,,,2017-07-08 00:28:19+00:00,Twitter for iphone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",,,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",13.5,10.0,Bella,,46860.0,10407.0,,1,Golden Retriever,94.31,True,Labrador Retriever,3.24,True,Kuvasz,0.55,True
883360690899218434,,,2017-07-07 16:22:55+00:00,Twitter for iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,,,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,10.0,Grizzwald,floofer,22986.0,3825.0,,1,Chow,98.8,True,Tibetan Mastiff,0.71,True,Newfoundland,0.214,True
883117836046086144,,,2017-07-07 00:17:54+00:00,Twitter for iphone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13.0,10.0,,,37914.0,6949.0,,2,Golden Retriever,94.96,True,Labrador Retriever,4.59,True,Kuvasz,0.247,True
882992080364220416,,,2017-07-06 15:58:11+00:00,Twitter for iphone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,,,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13.0,10.0,Rusty,,24445.0,4122.0,,1,Eskimo Dog,46.68,True,Siberian Husky,40.6,True,Dingo,7.341,False
882762694511734784,,,2017-07-06 00:46:41+00:00,Twitter for iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,,,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,10.0,Gus,pupper,28903.0,5134.0,,1,Labrador Retriever,85.0,True,Chesapeake Bay Retriever,7.43,True,Flat-Coated Retriever,1.558,True
882627270321602560,,,2017-07-05 15:48:34+00:00,Twitter for iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,,,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,10.0,Stanley,,28382.0,6342.0,,1,Pembroke,54.3,True,Chihuahua,25.2,True,Cardigan,10.77,True
882268110199369728,,,2017-07-04 16:01:23+00:00,Twitter for iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,,,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13.0,10.0,Alfy,,45880.0,12118.0,,1,Golden Retriever,76.22,True,Labrador Retriever,9.9,True,Cocker Spaniel,1.72,True
882045870035918850,,,2017-07-04 01:18:17+00:00,Twitter for iphone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",,,,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13.0,10.0,Koko,,29900.0,5203.0,,1,Web Site,94.96,False,Dhole,1.73,False,Golden Retriever,0.694,True
881906580714921986,,,2017-07-03 16:04:48+00:00,Twitter for iphone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,,,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12.0,10.0,Rey,,24773.0,3533.0,,1,Weimaraner,29.15,True,Chesapeake Bay Retriever,27.9,True,Koala,12.702,False
881666595344535552,,,2017-07-03 00:11:11+00:00,Twitter for iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,,,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,10.0,Gary,pupper,51522.0,11099.0,,1,Saluki,52.9,True,Afghan Hound,25.0,True,Golden Retriever,16.074,True
881536004380872706,,,2017-07-02 15:32:16+00:00,Twitter for iphone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",,,,https://twitter.com/dog_rates/status/881536004380872706/video/1,14.0,10.0,,pupper,50199.0,16570.0,,1,Samoyed,28.15,True,Angora,27.21,False,Persian Cat,11.485,False
881268444196462592,,,2017-07-01 21:49:04+00:00,Twitter for iphone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,,,,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12.0,10.0,Elliot,,23501.0,5358.0,,1,Tusker,47.33,False,Indian Elephant,24.56,False,Ibex,5.566,False
880935762899988482,,,2017-06-30 23:47:07+00:00,Twitter for iphone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,,,,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13.0,10.0,Louis,,17346.0,2886.0,,1,Street Sign,25.18,False,Umbrella,11.51,False,Traffic Light,6.953,False
880872448815771648,,,2017-06-30 19:35:32+00:00,Twitter for iphone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,,,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,10.0,,,21734.0,3989.0,,1,Pembroke,79.14,True,Norwich Terrier,6.14,True,Chihuahua,3.373,True
880465832366813184,,,2017-06-29 16:39:47+00:00,Twitter for iphone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,,,,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12.0,10.0,Bella,,29075.0,6546.0,,1,Golden Retriever,91.33,True,Labrador Retriever,2.63,True,Cocker Spaniel,0.937,True
880221127280381952,,,2017-06-29 00:27:25+00:00,Twitter for iphone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,,,,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12.0,10.0,Jesse,,27640.0,4436.0,,1,Chihuahua,23.85,True,Meerkat,10.43,False,Clumber,5.258,True
880095782870896641,,,2017-06-28 16:09:20+00:00,Twitter for iphone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,,,,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11.0,10.0,,,28150.0,4533.0,,1,Miniature Pinscher,12.03,True,Rhodesian Ridgeback,10.64,True,Beagle,10.607,True
879862464715927552,,,2017-06-28 00:42:13+00:00,Twitter for iphone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,,,,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13.0,10.0,Romeo,,22667.0,3642.0,,3,Basset,81.35,True,Beagle,14.67,True,Cocker Spaniel,0.949,True
879492040517615616,,,2017-06-27 00:10:17+00:00,Twitter for iphone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,,,,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12.0,10.0,Bailey,,23822.0,3323.0,,1,German Short-Haired Pointer,47.99,True,Vizsla,12.44,True,Bath Towel,7.332,False
879415818425184262,,,2017-06-26 19:07:24+00:00,Twitter for iphone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,,,,https://twitter.com/dog_rates/status/879415818425184262/video/1,13.0,10.0,Duddles,,107956.0,45849.0,,1,English Springer,38.34,True,Boston Bull,13.5,True,Cardigan,11.048,True
879376492567855104,,,2017-06-26 16:31:08+00:00,Twitter for iphone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,,,,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12.0,10.0,Jack,,17099.0,3261.0,,1,Tricycle,66.36,False,Labrador Retriever,3.35,True,Pembroke,1.883,True
879050749262655488,,,2017-06-25 18:56:45+00:00,Twitter for iphone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,,,,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11.0,10.0,Steven,,23022.0,4941.0,,1,Tabby,31.19,False,Window Screen,16.91,False,Egyptian Cat,13.293,False
879008229531029506,,,2017-06-25 16:07:47+00:00,Twitter for iphone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,,,,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13.0,10.0,Beau,,19317.0,2812.0,,1,Vizsla,96.05,True,Miniature Pinscher,0.94,True,American Staffordshire Terrier,0.871,True
878776093423087618,,,2017-06-25 00:45:22+00:00,Twitter for iphone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,,,,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13.0,10.0,Snoopy,,19763.0,4319.0,,2,Italian Greyhound,73.47,True,Whippet,15.05,True,Ibizan Hound,3.972,True
878281511006478336,,,2017-06-23 16:00:04+00:00,Twitter for iphone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",,,,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13.0,10.0,Shadow,,7913.0,1349.0,,1,Basset,32.04,True,Collie,21.6,True,Appenzeller,12.851,True
878057613040115712,,,2017-06-23 01:10:23+00:00,Twitter for iphone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,,,,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14.0,10.0,Emmy,,42876.0,7181.0,,1,French Bulldog,83.91,True,Boston Bull,7.88,True,Toy Terrier,1.524,True
